Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
   1    10.00   278.00    20.00     5.00     3.250000     3.400000    3.520000        0
   1    10.00   278.00    20.00    10.00     3.770000     3.950000    4.110000        0
   1    10.00   278.00    20.00    20.00     4.590000     4.840000    5.050000        0
   1    10.00   494.36     1.00     0.10     1.010000     2.569927   65.381631        1
   1    10.00   494.36     1.00     0.20     1.020000     2.491037   45.630570        1
   1    10.00   494.36     1.00     0.50     1.060000     2.448552   39.306102        1
   1    10.00   494.36     1.00     1.00     1.140000     2.772140 1000.000000        1
   1    10.00   494.36     1.00     2.00     1.330000     4.273975 1000.000000        1
   1    10.00   494.36     1.00     5.00     1.620000     9.436859 1000.000000        1
   1    10.00   494.36     1.00    10.00     1.900000    29.550579 1000.000000        1
   1    10.00   494.36     1.00    20.00     2.330000  1000.000000 1000.000000        1
   1    10.00   494.36     2.00     0.10     1.230000     1.920000    3.030000        0
   1    10.00   494.36     2.00     0.20     1.250000     1.970000    3.170000        0
   1    10.00   494.36     2.00     0.50     1.340000     2.150000    3.660000        0
   1    10.00   494.36     2.00     1.00     1.480000     2.382745    4.328980        1
   1    10.00   494.36     2.00     2.00     1.660000     2.895008    6.253320        1
   1    10.00   494.36     2.00     5.00     2.000000     4.059411   15.796293        1
   1    10.00   494.36     2.00    10.00     2.410000     5.848208 1000.000000        1
   1    10.00   494.36     2.00    20.00     3.080000     9.266630 1000.000000        1
   1    10.00   494.36     3.00     0.10     1.370000     1.870000    2.450000        0
   1    10.00   494.36     3.00     0.20     1.390000     1.910000    2.520000        0
   1    10.00   494.36     3.00     0.50     1.530000     2.090000    2.850000        0
   1    10.00   494.36     3.00     1.00     1.660000     2.330000    3.300000        0
   1    10.00   494.36     3.00     2.00     1.840000     2.710000    4.110000        0
   1    10.00   494.36     3.00     5.00     2.200000     3.487085    6.064773        1
   1    10.00   494.36     3.00    10.00     2.670000     4.685376   10.269047        1
   1    10.00   494.36     3.00    20.00     3.420000     6.705852   21.574925        1
   1    10.00   494.36     4.00     0.10     1.490000     1.890000    2.300000        0
   1    10.00   494.36     4.00     0.20     1.520000     1.930000    2.360000        0
   1    10.00   494.36     4.00     0.50     1.660000     2.110000    2.630000        0
   1    10.00   494.36     4.00     1.00     1.790000     2.320000    2.970000        0
   1    10.00   494.36     4.00     2.00     1.970000     2.640000    3.500000        0
   1    10.00   494.36     4.00     5.00     2.360000     3.370000    4.870000        0
   1    10.00   494.36     4.00    10.00     2.840000     4.302322    6.872070        1
   1    10.00   494.36     4.00    20.00     3.630000     5.918861   10.879181        1
   1    10.00   494.36     5.00     0.10     1.570000     1.920000    2.240000        0
   1    10.00   494.36     5.00     0.20     1.640000     1.980000    2.330000        0
   1    10.00   494.36     5.00     0.50     1.760000     2.140000    2.550000        0
   1    10.00   494.36     5.00     1.00     1.900000     2.330000    2.830000        0
   1    10.00   494.36     5.00     2.00     2.080000     2.630000    3.270000        0
   1    10.00   494.36     5.00     5.00     2.480000     3.290000    4.330000        0
   1    10.00   494.36     5.00    10.00     2.970000     4.150000    5.830000        0
   1    10.00   494.36     5.00    20.00     3.770000     5.531970    8.390735        1
   1    10.00   494.36     6.00     0.10     1.650000     1.950000    2.220000        0
   1    10.00   494.36     6.00     0.20     1.730000     2.020000    2.320000        0
   1    10.00   494.36     6.00     0.50     1.840000     2.170000    2.520000        0
   1    10.00   494.36     6.00     1.00     1.970000     2.360000    2.770000        0
   1    10.00   494.36     6.00     2.00     2.180000     2.650000    3.170000        0
   1    10.00   494.36     6.00     5.00     2.570000     3.260000    4.060000        0
   1    10.00   494.36     6.00    10.00     3.070000     4.040000    5.270000        0
   1    10.00   494.36     6.00    20.00     3.870000     5.330000    7.340000        0
   1    10.00   494.36     8.00     0.10     1.800000     2.030000    2.250000        0
   1    10.00   494.36     8.00     0.20     1.860000     2.100000    2.330000        0
   1    10.00   494.36     8.00     0.50     1.980000     2.250000    2.520000        0
   1    10.00   494.36     8.00     1.00     2.130000     2.440000    2.760000        0
   1    10.00   494.36     8.00     2.00     2.330000     2.700000    3.090000        0
   1    10.00   494.36     8.00     5.00     2.720000     3.250000    3.810000        0
   1    10.00   494.36     8.00    10.00     3.220000     3.950000    4.760000        0
   1    10.00   494.36     8.00    20.00     4.030000     5.080000    6.310000        0
   1    10.00   494.36    10.00     0.10     1.910000     2.110000    2.290000        0
   1    10.00   494.36    10.00     0.20     1.970000     2.170000    2.370000        0
   1    10.00   494.36    10.00     0.50     2.100000     2.330000    2.560000        0
   1    10.00   494.36    10.00     1.00     2.260000     2.520000    2.780000        0
   1    10.00   494.36    10.00     2.00     2.440000     2.760000    3.080000        0
   1    10.00   494.36    10.00     5.00     2.840000     3.280000    3.720000        0
   1    10.00   494.36    10.00    10.00     3.340000     3.930000    4.550000        0
   1    10.00   494.36    10.00    20.00     4.150000     4.980000    5.880000        0
   1    10.00   494.36    13.00     0.10     2.040000     2.200000    2.350000        0
   1    10.00   494.36    13.00     0.20     2.100000     2.270000    2.430000        0
   1    10.00   494.36    13.00     0.50     2.270000     2.460000    2.650000        0
   1    10.00   494.36    13.00     1.00     2.400000     2.620000    2.840000        0
   1    10.00   494.36    13.00     2.00     2.580000     2.850000    3.100000        0
   1    10.00   494.36    13.00     5.00     2.990000     3.330000    3.680000        0
   1    10.00   494.36    13.00    10.00     3.490000     3.950000    4.410000        0
   1    10.00   494.36    13.00    20.00     4.300000     4.930000    5.580000        0
   1    10.00   494.36    16.00     0.10     2.150000     2.290000    2.420000        0
   1    10.00   494.36    16.00     0.20     2.230000     2.370000    2.510000        0
   1    10.00   494.36    16.00     0.50     2.390000     2.560000    2.720000        0
   1    10.00   494.36    16.00     1.00     2.510000     2.710000    2.890000        0
   1    10.00   494.36    16.00     2.00     2.700000     2.930000    3.140000        0
   1    10.00   494.36    16.00     5.00     3.100000     3.400000    3.680000        0
   1    10.00   494.36    16.00    10.00     3.610000     3.990000    4.360000        0
   1    10.00   494.36    16.00    20.00     4.420000     4.940000    5.450000        0
   1    10.00   494.36    20.00     0.10     2.270000     2.380000    2.500000        0
   1    10.00   494.36    20.00     0.20     2.390000     2.510000    2.640000        0
   1    10.00   494.36    20.00     0.50     2.520000     2.670000    2.810000        0
   1    10.00   494.36    20.00     1.00     2.650000     2.810000    2.970000        0
   1    10.00   494.36    20.00     2.00     2.830000     3.020000    3.210000        0
   1    10.00   494.36    20.00     5.00     3.230000     3.480000    3.710000        0
   1    10.00   494.36    20.00    10.00     3.740000     4.050000    4.350000        0
   1    10.00   494.36    20.00    20.00     4.550000     4.970000    5.380000        0
   1    10.00   879.11     1.00     0.10     0.990000    46.033370 1000.000000        1
   1    10.00   879.11     1.00     0.20     1.000000     5.355102 1000.000000        1
   1    10.00   879.11     1.00     0.50     1.030000     5.487644 1000.000000        1
   1    10.00   879.11     1.00     1.00     1.110000     7.056821 1000.000000        1
   1    10.00   879.11     1.00     2.00     1.240000    25.182867 1000.000000        1
   1    10.00   879.11     1.00     5.00     1.480000  1000.000000 1000.000000        1
   1    10.00   879.11     1.00    10.00     1.700000  1000.000000 1000.000000        1
   1    10.00   879.11     1.00    20.00     2.090000  1000.000000 1000.000000        1
   1    10.00   879.11     2.00     0.10     1.210000     2.923046  252.370521        1
   1    10.00   879.11     2.00     0.20     1.220000     2.396614   12.937302        1
   1    10.00   879.11     2.00     0.50     1.310000     2.688517   30.670798        1
   1    10.00   879.11     2.00     1.00     1.440000     3.165890 1000.000000        1
   1    10.00   879.11     2.00     2.00     1.600000     4.110692 1000.000000        1
   1    10.00   879.11     2.00     5.00     1.920000     6.972491 1000.000000        1
   1    10.00   879.11     2.00    10.00     2.310000    13.030185 1000.000000        1
   1    10.00   879.11     2.00    20.00     2.910000    30.117608 1000.000000        1
   1    10.00   879.11     3.00     0.10     1.360000     2.360000    5.120000        0
   1    10.00   879.11     3.00     0.20     1.370000     2.153044    4.203317        1
   1    10.00   879.11     3.00     0.50     1.500000     2.452944    5.506980        1
   1    10.00   879.11     3.00     1.00     1.620000     2.735390    7.180103        1
   1    10.00   879.11     3.00     2.00     1.800000     3.309502   12.359308        1
   1    10.00   879.11     3.00     5.00     2.150000     4.650203 1000.000000        1
   1    10.00   879.11     3.00    10.00     2.610000     6.798873 1000.000000        1
   1    10.00   879.11     3.00    20.00     3.330000    10.600292 1000.000000        1
   1    10.00   879.11     4.00     0.10     1.470000     2.260000    3.660000        0
   1    10.00   879.11     4.00     0.20     1.510000     2.170000    3.450000        0
   1    10.00   879.11     4.00     0.50     1.630000     2.390000    4.020000        0
   1    10.00   879.11     4.00     1.00     1.760000     2.632184    4.752927        1
   1    10.00   879.11     4.00     2.00     1.940000     3.065256    6.240051        1
   1    10.00   879.11     4.00     5.00     2.320000     4.087757   12.109002        1
   1    10.00   879.11     4.00    10.00     2.790000     5.482070   36.126580        1
   1    10.00   879.11     4.00    20.00     3.570000     7.912216 1000.000000        1
   1    10.00   879.11     5.00     0.10     1.560000     2.210000    3.150000        0
   1    10.00   879.11     5.00     0.20     1.620000     2.170000    3.080000        0
   1    10.00   879.11     5.00     0.50     1.730000     2.370000    3.480000        0
   1    10.00   879.11     5.00     1.00     1.860000     2.610000    4.040000        0
   1    10.00   879.11     5.00     2.00     2.050000     2.966664    4.895776        1
   1    10.00   879.11     5.00     5.00     2.440000     3.822093    7.573332        1
   1    10.00   879.11     5.00    10.00     2.930000     4.967317   12.887780        1
   1    10.00   879.11     5.00    20.00     3.730000     6.862751   28.196914        1
